"","...1","freq","neg","global_id","model","prompt_method","A_clean","Q","R"
"721",109,"always",NA,109,"gpt-4","few_shot",100,"1","As a responsible car owner, Helen is likely to always lock her car after parking, even though it is not explicitly mentioned in the context. This is standard behavior for most car owners."
"722",110,"often",NA,110,"gpt-4","few_shot",90,"1","If Gary often orders pizza, he probably often chooses his own toppings, but Gary's particular mention of choosing toppings for this instance suggests that he may occasionally be part of a group order where other people pick toppings, hence not 100% of the time."
"723",110,"often",NA,110,"gpt-4","few_shot",90,"1","If Gary often orders pizza, he probably often chooses his own toppings, but Gary's particular mention of choosing toppings for this instance suggests that he may occasionally be part of a group order where other people pick toppings, hence not 100% of the time."
"724",110,"occasionally",NA,110,"gpt-4","few_shot",90,"1","If Gary often orders pizza, he probably often chooses his own toppings, but Gary's particular mention of choosing toppings for this instance suggests that he may occasionally be part of a group order where other people pick toppings, hence not 100% of the time."
"725",111,"usually","yes",111,"gpt-4","few_shot",90,"1","There is nothing in the context to suggest that Gary doesn't usually choose his pizza toppings. People generally pick their pizza toppings when they order, so it's likely that Gary does this most of the time."
"726",111,"generally","yes",111,"gpt-4","few_shot",90,"1","There is nothing in the context to suggest that Gary doesn't usually choose his pizza toppings. People generally pick their pizza toppings when they order, so it's likely that Gary does this most of the time."
"727",112,"always",NA,112,"gpt-4","few_shot",95,"1","Julia is reported to always tries to wash the dishes to avoid annoying her roommates. It is likely that rinsing the dishes is part of her usual routine, although her emphasis on it may indicate she occasionally misses this step."
"728",112,"occasionally",NA,112,"gpt-4","few_shot",95,"1","Julia is reported to always tries to wash the dishes to avoid annoying her roommates. It is likely that rinsing the dishes is part of her usual routine, although her emphasis on it may indicate she occasionally misses this step."
"729",113,"usually",NA,113,"gpt-4","few_shot",90,"1","Although the context does not explicitly mention Julia rinsing the dishes, rinsing is a typical part of the dishwashing process. As such, it can be assumed Julia usually does this, although the act of polishing the dishes may be an additional, less frequent step."
"730",114,"usually",NA,114,"gpt-4","few_shot",90,"1","Emma mentioned that she checked out the books from the library, but it's usually necessary to do so before taking books home. Although there might be instances where she doesn‚<U+0080><U+0099>t (for example borrowing from friends), for the most part, one would assume she checks out the books when she gets them at the library."
"731",115,"every time",NA,115,"gpt-4","few_shot",100,"1","Emma getting books from the library implies that she checks them out each time, as that's the process followed to borrow books from libraries. Since there's no other information suggesting otherwise, we can assume that she follows this process every time."
"732",117,"occasionally",NA,117,"gpt-4","few_shot",90,"1","Although it is not specifically stated, it could be assumed that most of the time when people do laundry, they use detergent. However, because Logan is new to doing laundry, he may occasionally forget."
"733",118,"always","yes",118,"gpt-4","few_shot",75,"1","Normally, disposing of cans after use is a common behavior, but the fact that Lucy mentioned it implies that it's somehow significant, suggesting that Jim may not always throw it away."
"734",119,"every time",NA,119,"gpt-4","few_shot",100,"1","Although the context doesn't specifically mention Jim throwing the can away, it's reasonable to assume that he would dispose of the can every time after he's done using it to avoid creating a mess or causing hazards."
"735",120,"every time",NA,120,"gpt-4","few_shot",75,"1","The fact that Don specifically mentioned that Jane bought a subway ticket suggests that this may not be a common occurrence. Even though most people buy a ticket every time they take the subway, Jane might not always do so, which is probably why Don brought it up with Beth."
"736",120,"always","yes",120,"gpt-4","few_shot",75,"1","The fact that Don specifically mentioned that Jane bought a subway ticket suggests that this may not be a common occurrence. Even though most people buy a ticket every time they take the subway, Jane might not always do so, which is probably why Don brought it up with Beth."
"737",121,"frequently",NA,121,"gpt-4","few_shot",100,"1","Given that Jane frequently takes the subway, it can be assumed that she buys a ticket each time, as this is standard practice when using public transportation. Don's statement doesn't imply anything unusual about Jane's ticket-buying habits."
"738",123,"every time",NA,123,"gpt-4","few_shot",100,"1","Typically, individuals close the fuel cap after fueling to prevent gas spillage or evaporation. The context does not suggest any abnormal behavior related to closing the fuel cap, so we can assume Rick does this every time."
"739",125,"always",NA,125,"gpt-4","few_shot",100,"1","It is assumed that Lisa always brings her swimsuit when she goes swimming, since it is generally necessary for swimming. The context does not provide any evidence to suggest that she sometimes does not."
"740",125,"generally",NA,125,"gpt-4","few_shot",100,"1","It is assumed that Lisa always brings her swimsuit when she goes swimming, since it is generally necessary for swimming. The context does not provide any evidence to suggest that she sometimes does not."
